# Molecular Dynamics run 
# Number of LJ particles: 1000 
# Atomname: Ar 
# Sigma: 3.405 A 
# Epsilon: 1.654e-21 J 
# Temparature: 95.0 K 
# Density: 1374.0 kg/m3 
# Cubic box size: 36.405 A 
# Time step: 0.004 ps 
# Number of equilibration steps: 300 
# Number of production steps: 3000 
# Output frequency: 100 
# Step = 0
0.0000  0.0000  0.0000  0.0544  -1.4134 -0.3453 0.0000  0.0000  0.0000 
0.0000  0.0000  3.6405  2.5432  -1.6049 3.0144  0.0000  0.0000  0.0000 
0.0000  0.0000  7.2811  0.5335  -1.1491 0.5399  0.0000  0.0000  -0.0000
0.0000  0.0000  10.9216 -0.9088 -0.3901 1.7219  0.0000  0.0000  -0.0000
0.0000  0.0000  14.5622 -0.6590 2.0633  -2.8922 0.0000  0.0000  0.0000 
0.0000  0.0000  18.2027 2.0370  0.5842  2.2615  0.0000  0.0000  -0.0000
0.0000  0.0000  21.8432 -2.3383 -1.4706 0.5656  0.0000  0.0000  -0.0000
0.0000  0.0000  25.4838 -2.1902 -0.3657 -2.0371 0.0000  0.0000  0.0000 
0.0000  0.0000  29.1243 -0.6713 -1.9274 0.7091  0.0000  0.0000  0.0000 
0.0000  0.0000  32.7649 -2.3954 1.5535  -0.2160 0.0000  0.0000  -0.0000
0.0000  3.6405  0.0000  1.2334  1.0895  -0.0663 0.0000  0.0000  0.0000 
0.0000  3.6405  3.6405  -0.3691 -0.6030 -1.7356 0.0000  0.0000  0.0000 
0.0000  3.6405  7.2811  0.9354  -3.2556 2.0101  0.0000  0.0000  -0.0000
0.0000  3.6405  10.9216 0.5180  -0.6368 -0.3179 0.0000  0.0000  -0.0000
0.0000  3.6405  14.5622 2.6209  -1.6276 2.2221  0.0000  0.0000  0.0000 
0.0000  3.6405  18.2027 -0.8538 0.7990  -0.4107 0.0000  0.0000  -0.0000
0.0000  3.6405  21.8432 0.6384  0.3770  2.4897  0.0000  0.0000  -0.0000
0.0000  3.6405  25.4838 0.5185  -1.1579 -0.2704 0.0000  0.0000  0.0000 
0.0000  3.6405  29.1243 0.0474  1.9436  0.6248  0.0000  0.0000  0.0000 
0.0000  3.6405  32.7649 1.3774  -1.1217 -1.1178 0.0000  0.0000  -0.0000
0.0000  7.2811  0.0000  3.7030  -0.5728 1.8469  0.0000  -0.0000 0.0000 
0.0000  7.2811  3.6405  1.6726  1.5104  1.1027  0.0000  -0.0000 0.0000 
0.0000  7.2811  7.2811  0.3855  -0.1255 1.4908  0.0000  -0.0000 -0.0000
0.0000  7.2811  10.9216 -0.2233 -1.6287 -1.8889 0.0000  -0.0000 -0.0000
0.0000  7.2811  14.5622 0.0366  -0.3945 2.4364  0.0000  -0.0000 0.0000 
0.0000  7.2811  18.2027 -0.3863 -1.2295 0.1493  0.0000  -0.0000 -0.0000
0.0000  7.2811  21.8432 0.6267  0.9281  -0.6719 0.0000  -0.0000 -0.0000
0.0000  7.2811  25.4838 0.6540  0.7537  1.2241  0.0000  -0.0000 0.0000 
0.0000  7.2811  29.1243 -1.0917 1.4447  -3.6422 0.0000  -0.0000 0.0000 
0.0000  7.2811  32.7649 -1.2370 1.1418  -0.5205 0.0000  -0.0000 -0.0000
0.0000  10.9216 0.0000  -0.9739 2.0810  -0.9209 0.0000  -0.0000 0.0000 
0.0000  10.9216 3.6405  0.7510  -0.9516 1.7249  0.0000  -0.0000 0.0000 
0.0000  10.9216 7.2811  0.1281  0.6219  -1.7148 0.0000  -0.0000 -0.0000
0.0000  10.9216 10.9216 -0.4940 -0.5686 0.1801  0.0000  -0.0000 -0.0000
0.0000  10.9216 14.5622 -0.6027 -2.3057 2.1766  0.0000  -0.0000 0.0000 
0.0000  10.9216 18.2027 -0.6514 -0.5403 -2.4060 0.0000  -0.0000 -0.0000
0.0000  10.9216 21.8432 0.0617  -0.7668 -0.3687 0.0000  -0.0000 -0.0000
0.0000  10.9216 25.4838 1.6863  -1.1425 -1.1714 0.0000  -0.0000 0.0000 
0.0000  10.9216 29.1243 0.7640  -0.0557 1.7897  0.0000  -0.0000 0.0000 
0.0000  10.9216 32.7649 -1.3412 -1.2999 -0.2139 0.0000  -0.0000 -0.0000
0.0000  14.5622 0.0000  -2.0159 -1.1591 0.8106  0.0000  0.0000  0.0000 
0.0000  14.5622 3.6405  -1.2566 -2.1175 -0.6431 0.0000  0.0000  0.0000 
0.0000  14.5622 7.2811  -0.3856 1.4405  0.5875  0.0000  0.0000  -0.0000
0.0000  14.5622 10.9216 2.3035  0.4128  3.4087  0.0000  0.0000  -0.0000
